session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
jo496rl6,399,mstxzo1x,27,belief_survey,BeliefInput,1643636481,6,0,0
jo496rl6,474,dkar9bew,6,belief_survey,UrnDraw,1643636482,1,0,0
jo496rl6,155,90628t0s,35,belief_survey,BeliefInput,1643636482,8,0,0
jo496rl6,100,6pi2sq6g,43,belief_survey,BeliefInput,1643636482,10,0,0
jo496rl6,528,zu98sgpy,0,,InitializeParticipant,1643636482,1,0,0
jo496rl6,408,81pk8k54,51,belief_survey,BeliefInput,1643636483,12,0,0
jo496rl6,103,rptjy0q2,54,questionnaire,CRT,1643636485,1,0,0
jo496rl6,447,zuffsu7t,6,belief_survey,UrnDraw,1643636486,1,0,0
jo496rl6,449,ai0vv5xg,51,belief_survey,BeliefInput,1643636486,12,0,0
jo496rl6,376,f7rr92fj,51,belief_survey,BeliefInput,1643636488,12,0,0
jo496rl6,437,fwied1cl,15,belief_survey,BeliefInput,1643636488,3,0,0
jo496rl6,32,kghnqhou,39,belief_survey,BeliefInput,1643636489,9,0,0
jo496rl6,86,xt7ymjwa,31,belief_survey,BeliefInput,1643636489,7,0,0
jo496rl6,100,6pi2sq6g,47,belief_survey,BeliefInput,1643636490,11,0,0
jo496rl6,181,2u6afmoe,35,belief_survey,BeliefInput,1643636491,8,0,0
jo496rl6,529,9kp9wpnj,0,,InitializeParticipant,1643636491,1,0,0
jo496rl6,101,mjhiwqb5,39,belief_survey,BeliefInput,1643636491,9,0,0
jo496rl6,133,s8iurowm,54,questionnaire,CRT,1643636491,1,0,0
jo496rl6,328,76yleg78,4,belief_survey,Instructions,1643636492,1,0,0
jo496rl6,413,wdlph4uq,15,belief_survey,BeliefInput,1643636493,3,0,0
jo496rl6,200,6le7a352,54,questionnaire,CRT,1643636494,1,0,0
jo496rl6,51,npc7new1,54,questionnaire,CRT,1643636465,1,0,0
jo496rl6,245,ljlnddzn,15,belief_survey,BeliefInput,1643636467,3,0,0
jo496rl6,45,mzsfjsgk,51,belief_survey,BeliefInput,1643636467,12,0,0
jo496rl6,380,nmr3fz7q,11,belief_survey,BeliefInput,1643636469,2,0,0
jo496rl6,30,h4baw97y,31,belief_survey,BeliefInput,1643636470,7,0,0
jo496rl6,431,ytbskjv2,6,belief_survey,UrnDraw,1643636470,1,0,0
jo496rl6,409,lu850un1,11,belief_survey,BeliefInput,1643636470,2,0,0
jo496rl6,516,u1qt7yb8,3,Intro,Consent,1643636470,1,0,0
jo496rl6,222,ub9tjyre,31,belief_survey,BeliefInput,1643636471,7,0,0
jo496rl6,521,my5oqgvh,1,Intro,Welcome,1643636471,1,0,0
jo496rl6,362,uglv7cts,52,questionnaire,Transition,1643636473,1,0,0
jo496rl6,326,yprz7ouy,54,questionnaire,CRT,1643636474,1,0,0
jo496rl6,399,mstxzo1x,23,belief_survey,BeliefInput,1643636474,5,0,0
jo496rl6,107,7fgduu3t,31,belief_survey,BeliefInput,1643636475,7,0,0
jo496rl6,526,jbo9bdop,0,,InitializeParticipant,1643636475,1,0,0
jo496rl6,68,sryluqjm,43,belief_survey,BeliefInput,1643636477,10,0,0
jo496rl6,382,0wjeeyqk,31,belief_survey,BeliefInput,1643636478,7,0,0
jo496rl6,330,zursp9ib,27,belief_survey,BeliefInput,1643636478,6,0,0
jo496rl6,344,h3brdvh5,51,belief_survey,BeliefInput,1643636482,12,0,0
jo496rl6,260,nnhh1laz,43,belief_survey,BeliefInput,1643636482,10,0,0
jo496rl6,148,scnfiqeg,23,belief_survey,BeliefInput,1643636483,5,0,0
jo496rl6,245,ljlnddzn,23,belief_survey,BeliefInput,1643636483,5,0,0
jo496rl6,412,5rakmcis,6,belief_survey,UrnDraw,1643636483,1,0,0
jo496rl6,70,i810wgs4,47,belief_survey,BeliefInput,1643636483,11,0,0
jo496rl6,290,ixwkq4vf,43,belief_survey,BeliefInput,1643636485,10,0,0
jo496rl6,453,nb36zkp4,47,belief_survey,BeliefInput,1643636485,11,0,0
jo496rl6,56,zmh3pcq6,19,belief_survey,BeliefInput,1643636486,4,0,0
jo496rl6,110,i7mvf34p,35,belief_survey,BeliefInput,1643636486,8,0,0
jo496rl6,76,40iain90,27,belief_survey,BeliefInput,1643636487,6,0,0
jo496rl6,504,a1ndrw7b,1,Intro,Welcome,1643636489,1,0,0
jo496rl6,344,h3brdvh5,52,questionnaire,Transition,1643636489,1,0,0
jo496rl6,345,mbhrqsig,6,belief_survey,UrnDraw,1643636490,1,0,0
jo496rl6,92,9lgmwtrd,11,belief_survey,BeliefInput,1643636490,2,0,0
jo496rl6,137,wtvxj2aj,19,belief_survey,BeliefInput,1643636490,4,0,0
jo496rl6,170,ehi6tbfp,47,belief_survey,BeliefInput,1643636491,11,0,0
jo496rl6,326,yprz7ouy,55,questionnaire,Demographics,1643636491,1,0,0
jo496rl6,383,w2ud8i1k,27,belief_survey,BeliefInput,1643636493,6,0,0
jo496rl6,255,27nxdeiq,27,belief_survey,BeliefInput,1643636493,6,0,0
jo496rl6,451,ak55y5bv,11,belief_survey,BeliefInput,1643636493,2,0,0
jo496rl6,430,wx5yytox,27,belief_survey,BeliefInput,1643636493,6,0,0
jo496rl6,260,nnhh1laz,47,belief_survey,BeliefInput,1643636493,11,0,0
jo496rl6,480,fpzh2yjs,55,questionnaire,Demographics,1643636495,1,0,0
jo496rl6,178,ahzowyl4,7,belief_survey,BeliefInput,1643636496,1,0,0
jo496rl6,531,cnzu6zm6,0,,InitializeParticipant,1643636497,1,0,0
jo496rl6,290,ixwkq4vf,51,belief_survey,BeliefInput,1643636497,12,0,0
jo496rl6,68,sryluqjm,52,questionnaire,Transition,1643636498,1,0,0
jo496rl6,148,scnfiqeg,27,belief_survey,BeliefInput,1643636498,6,0,0
jo496rl6,334,lrd6pjv2,31,belief_survey,BeliefInput,1643636500,7,0,0
jo496rl6,295,bvyycg2p,7,belief_survey,BeliefInput,1643636500,1,0,0
jo496rl6,381,nr87wrop,39,belief_survey,BeliefInput,1643636501,9,0,0
jo496rl6,245,ljlnddzn,31,belief_survey,BeliefInput,1643636501,7,0,0
jo496rl6,117,6d4h77l7,35,belief_survey,BeliefInput,1643636469,8,0,0
jo496rl6,524,ywjgsyk9,3,Intro,Consent,1643636470,1,0,0
jo496rl6,195,elg71540,51,belief_survey,BeliefInput,1643636471,12,0,0
jo496rl6,45,mzsfjsgk,52,questionnaire,Transition,1643636472,1,0,0
jo496rl6,101,mjhiwqb5,31,belief_survey,BeliefInput,1643636473,7,0,0
jo496rl6,379,d0o4k3v0,11,belief_survey,BeliefInput,1643636473,2,0,0
jo496rl6,166,qn7q3xi5,7,belief_survey,BeliefInput,1643636473,1,0,0
jo496rl6,344,h3brdvh5,47,belief_survey,BeliefInput,1643636474,11,0,0
jo496rl6,218,u0eist7k,39,belief_survey,BeliefInput,1643636475,9,0,0
jo496rl6,290,ixwkq4vf,35,belief_survey,BeliefInput,1643636475,8,0,0
jo496rl6,97,vwfxf0j5,31,belief_survey,BeliefInput,1643636475,7,0,0
jo496rl6,70,i810wgs4,43,belief_survey,BeliefInput,1643636475,10,0,0
jo496rl6,205,uaemq1zt,35,belief_survey,BeliefInput,1643636476,8,0,0
jo496rl6,449,ai0vv5xg,47,belief_survey,BeliefInput,1643636477,11,0,0
jo496rl6,383,w2ud8i1k,23,belief_survey,BeliefInput,1643636477,5,0,0
jo496rl6,376,f7rr92fj,43,belief_survey,BeliefInput,1643636478,10,0,0
jo496rl6,32,kghnqhou,35,belief_survey,BeliefInput,1643636478,8,0,0
jo496rl6,113,pnv605bp,55,questionnaire,Demographics,1643636479,1,0,0
jo496rl6,453,nb36zkp4,43,belief_survey,BeliefInput,1643636479,10,0,0
jo496rl6,30,h4baw97y,35,belief_survey,BeliefInput,1643636479,8,0,0
jo496rl6,18,jp5j63qx,27,belief_survey,BeliefInput,1643636479,6,0,0
jo496rl6,347,52mrx1q8,15,belief_survey,BeliefInput,1643636481,3,0,0
jo496rl6,112,lmypmo9u,7,belief_survey,BeliefInput,1643636482,1,0,0
jo496rl6,424,8pogqb3r,4,belief_survey,Instructions,1643636484,1,0,0
jo496rl6,263,wngtqbqv,35,belief_survey,BeliefInput,1643636485,8,0,0
jo496rl6,135,hfboftra,4,belief_survey,Instructions,1643636485,1,0,0
jo496rl6,114,xuquiftp,27,belief_survey,BeliefInput,1643636487,6,0,0
jo496rl6,408,81pk8k54,52,questionnaire,Transition,1643636488,1,0,0
jo496rl6,464,o5h6crkh,6,belief_survey,UrnDraw,1643636489,1,0,0
jo496rl6,117,6d4h77l7,52,questionnaire,Transition,1643636490,1,0,0
jo496rl6,259,xtvdq1jz,52,questionnaire,Transition,1643636491,1,0,0
jo496rl6,354,8em6nsmt,5,belief_survey,InstructionsFeedback,1643636492,1,0,0
jo496rl6,453,nb36zkp4,51,belief_survey,BeliefInput,1643636493,12,0,0
jo496rl6,245,ljlnddzn,27,belief_survey,BeliefInput,1643636494,6,0,0
jo496rl6,205,uaemq1zt,47,belief_survey,BeliefInput,1643636496,11,0,0
jo496rl6,269,esuttr8w,54,questionnaire,CRT,1643636497,1,0,0
jo496rl6,86,xt7ymjwa,35,belief_survey,BeliefInput,1643636498,8,0,0
jo496rl6,369,tcaa405m,52,questionnaire,Transition,1643636498,1,0,0
jo496rl6,331,xz0dynml,15,belief_survey,BeliefInput,1643636500,3,0,0
jo496rl6,265,95fk63bi,7,belief_survey,BeliefInput,1643636501,1,0,0
jo496rl6,43,9llctmb1,7,belief_survey,BeliefInput,1643636502,1,0,0
jo496rl6,383,w2ud8i1k,31,belief_survey,BeliefInput,1643636502,7,0,0
jo496rl6,67,rat71z2d,54,questionnaire,CRT,1643636503,1,0,0
jo496rl6,218,u0eist7k,52,questionnaire,Transition,1643636504,1,0,0
jo496rl6,240,w12gzcuu,15,belief_survey,BeliefInput,1643636504,3,0,0
jo496rl6,418,zf6uns7t,5,belief_survey,InstructionsFeedback,1643636505,1,0,0
jo496rl6,56,zmh3pcq6,27,belief_survey,BeliefInput,1643636505,6,0,0
jo496rl6,107,7fgduu3t,35,belief_survey,BeliefInput,1643636505,8,0,0
jo496rl6,76,40iain90,31,belief_survey,BeliefInput,1643636506,7,0,0
jo496rl6,305,iwg1k68c,35,belief_survey,BeliefInput,1643636507,8,0,0
jo496rl6,281,wocmb727,52,questionnaire,Transition,1643636508,1,0,0
jo496rl6,152,0kbcvbkw,23,belief_survey,BeliefInput,1643636480,5,0,0
jo496rl6,80,la5ys9v6,15,belief_survey,BeliefInput,1643636480,3,0,0
jo496rl6,307,k1ywk7zl,54,questionnaire,CRT,1643636480,1,0,0
jo496rl6,142,itn1k6kt,4,belief_survey,Instructions,1643636481,1,0,0
jo496rl6,218,u0eist7k,43,belief_survey,BeliefInput,1643636482,10,0,0
jo496rl6,193,p8qh3wez,35,belief_survey,BeliefInput,1643636483,8,0,0
jo496rl6,97,vwfxf0j5,35,belief_survey,BeliefInput,1643636484,8,0,0
jo496rl6,287,8klx7lbs,19,belief_survey,BeliefInput,1643636485,4,0,0
jo496rl6,184,7x13c1az,39,belief_survey,BeliefInput,1643636486,9,0,0
jo496rl6,81,8ps7edxj,6,belief_survey,UrnDraw,1643636486,1,0,0
jo496rl6,343,aptdgi3t,5,belief_survey,InstructionsFeedback,1643636487,1,0,0
jo496rl6,259,xtvdq1jz,51,belief_survey,BeliefInput,1643636487,12,0,0
jo496rl6,158,jmt05phu,55,questionnaire,Demographics,1643636488,1,0,0
jo496rl6,523,dagv784j,1,Intro,Welcome,1643636490,1,0,0
jo496rl6,152,0kbcvbkw,27,belief_survey,BeliefInput,1643636490,6,0,0
jo496rl6,323,f5m3fk41,53,questionnaire,BeliefQuestions,1643636491,1,0,0
jo496rl6,70,i810wgs4,51,belief_survey,BeliefInput,1643636491,12,0,0
jo496rl6,190,r57oc8pa,35,belief_survey,BeliefInput,1643636492,8,0,0
jo496rl6,303,ak5ut0in,11,belief_survey,BeliefInput,1643636493,2,0,0
jo496rl6,287,8klx7lbs,23,belief_survey,BeliefInput,1643636493,5,0,0
jo496rl6,523,dagv784j,3,Intro,Consent,1643636494,1,0,0
jo496rl6,115,8l5rnf9i,4,belief_survey,Instructions,1643636495,1,0,0
jo496rl6,281,wocmb727,47,belief_survey,BeliefInput,1643636495,11,0,0
jo496rl6,122,l10uw43t,6,belief_survey,UrnDraw,1643636496,1,0,0
jo496rl6,380,nmr3fz7q,31,belief_survey,BeliefInput,1643636496,7,0,0
jo496rl6,349,4hqiqc7l,52,questionnaire,Transition,1643636496,1,0,0
jo496rl6,376,f7rr92fj,52,questionnaire,Transition,1643636496,1,0,0
jo496rl6,411,v81637l1,5,belief_survey,InstructionsFeedback,1643636496,1,0,0
jo496rl6,70,i810wgs4,52,questionnaire,Transition,1643636496,1,0,0
jo496rl6,463,xtmb5b0y,27,belief_survey,BeliefInput,1643636498,6,0,0
jo496rl6,532,75n6adgj,0,,InitializeParticipant,1643636498,1,0,0
jo496rl6,32,kghnqhou,43,belief_survey,BeliefInput,1643636499,10,0,0
jo496rl6,218,u0eist7k,51,belief_survey,BeliefInput,1643636499,12,0,0
jo496rl6,131,4gevvlsv,55,questionnaire,Demographics,1643636499,1,0,0
jo496rl6,453,nb36zkp4,52,questionnaire,Transition,1643636500,1,0,0
jo496rl6,388,ifwviqzu,51,belief_survey,BeliefInput,1643636501,12,0,0
jo496rl6,390,cu80llog,7,belief_survey,BeliefInput,1643636502,1,0,0
jo496rl6,110,i7mvf34p,43,belief_survey,BeliefInput,1643636502,10,0,0
jo496rl6,135,hfboftra,5,belief_survey,InstructionsFeedback,1643636504,1,0,0
jo496rl6,287,8klx7lbs,27,belief_survey,BeliefInput,1643636504,6,0,0
jo496rl6,209,p3rbpjna,11,belief_survey,BeliefInput,1643636504,2,0,0
jo496rl6,533,a4or3lyw,0,,InitializeParticipant,1643636505,1,0,0
jo496rl6,255,27nxdeiq,31,belief_survey,BeliefInput,1643636505,7,0,0
jo496rl6,30,h4baw97y,39,belief_survey,BeliefInput,1643636510,9,0,0
jo496rl6,100,6pi2sq6g,52,questionnaire,Transition,1643636510,1,0,0
jo496rl6,47,uhcb81su,15,belief_survey,BeliefInput,1643636510,3,0,0
jo496rl6,438,ydkfjo6q,5,belief_survey,InstructionsFeedback,1643636511,1,0,0
jo496rl6,471,sccu0hyc,5,belief_survey,InstructionsFeedback,1643636512,1,0,0
jo496rl6,222,ub9tjyre,39,belief_survey,BeliefInput,1643636513,9,0,0
jo496rl6,137,wtvxj2aj,23,belief_survey,BeliefInput,1643636513,5,0,0
jo496rl6,272,bvo62zh2,11,belief_survey,BeliefInput,1643636514,2,0,0
jo496rl6,380,nmr3fz7q,27,belief_survey,BeliefInput,1643636491,6,0,0
jo496rl6,530,kxpju10w,0,,InitializeParticipant,1643636492,1,0,0
jo496rl6,47,uhcb81su,7,belief_survey,BeliefInput,1643636493,1,0,0
jo496rl6,97,vwfxf0j5,39,belief_survey,BeliefInput,1643636494,9,0,0
jo496rl6,80,la5ys9v6,19,belief_survey,BeliefInput,1643636494,4,0,0
jo496rl6,381,nr87wrop,35,belief_survey,BeliefInput,1643636494,8,0,0
jo496rl6,217,y0m0tzou,23,belief_survey,BeliefInput,1643636495,5,0,0
jo496rl6,110,i7mvf34p,39,belief_survey,BeliefInput,1643636495,9,0,0
jo496rl6,51,npc7new1,55,questionnaire,Demographics,1643636496,1,0,0
jo496rl6,114,xuquiftp,31,belief_survey,BeliefInput,1643636497,7,0,0
jo496rl6,475,p52rbh2k,4,belief_survey,Instructions,1643636497,1,0,0
jo496rl6,365,jha7t5fm,53,questionnaire,BeliefQuestions,1643636498,1,0,0
jo496rl6,18,jp5j63qx,31,belief_survey,BeliefInput,1643636499,7,0,0
jo496rl6,361,zgcxsbfl,6,belief_survey,UrnDraw,1643636500,1,0,0
jo496rl6,308,l592kaov,53,questionnaire,BeliefQuestions,1643636500,1,0,0
jo496rl6,307,k1ywk7zl,55,questionnaire,Demographics,1643636500,1,0,0
jo496rl6,128,jokjxt0m,7,belief_survey,BeliefInput,1643636501,1,0,0
jo496rl6,382,0wjeeyqk,39,belief_survey,BeliefInput,1643636502,9,0,0
jo496rl6,289,2wgb8ace,39,belief_survey,BeliefInput,1643636503,9,0,0
jo496rl6,219,l2jilxb9,11,belief_survey,BeliefInput,1643636503,2,0,0
jo496rl6,61,xqt1znmy,7,belief_survey,BeliefInput,1643636504,1,0,0
jo496rl6,23,cervici2,43,belief_survey,BeliefInput,1643636505,10,0,0
jo496rl6,253,843dkj37,11,belief_survey,BeliefInput,1643636505,2,0,0
jo496rl6,184,7x13c1az,47,belief_survey,BeliefInput,1643636506,11,0,0
jo496rl6,461,424dlf68,23,belief_survey,BeliefInput,1643636506,5,0,0
jo496rl6,17,fo1w2ll1,51,belief_survey,BeliefInput,1643636507,12,0,0
jo496rl6,296,kd04wj8j,35,belief_survey,BeliefInput,1643636508,8,0,0
jo496rl6,381,nr87wrop,43,belief_survey,BeliefInput,1643636509,10,0,0
jo496rl6,245,ljlnddzn,35,belief_survey,BeliefInput,1643636510,8,0,0
jo496rl6,289,2wgb8ace,43,belief_survey,BeliefInput,1643636511,10,0,0
jo496rl6,184,7x13c1az,51,belief_survey,BeliefInput,1643636512,12,0,0
jo496rl6,350,3xlc4pph,4,belief_survey,Instructions,1643636513,1,0,0
jo496rl6,28,l4b1ikn7,5,belief_survey,InstructionsFeedback,1643636513,1,0,0
jo496rl6,260,nnhh1laz,52,questionnaire,Transition,1643636513,1,0,0
jo496rl6,71,8ief2m7m,23,belief_survey,BeliefInput,1643636514,5,0,0
jo496rl6,436,uwgzs4co,7,belief_survey,BeliefInput,1643636514,1,0,0
jo496rl6,528,zu98sgpy,3,Intro,Consent,1643636514,1,0,0
jo496rl6,101,mjhiwqb5,51,belief_survey,BeliefInput,1643636515,12,0,0
jo496rl6,399,mstxzo1x,43,belief_survey,BeliefInput,1643636515,10,0,0
jo496rl6,338,bk3lact1,11,belief_survey,BeliefInput,1643636515,2,0,0
jo496rl6,412,5rakmcis,15,belief_survey,BeliefInput,1643636516,3,0,0
jo496rl6,184,7x13c1az,52,questionnaire,Transition,1643636517,1,0,0
jo496rl6,531,cnzu6zm6,3,Intro,Consent,1643636517,1,0,0
jo496rl6,110,i7mvf34p,52,questionnaire,Transition,1643636517,1,0,0
jo496rl6,382,0wjeeyqk,51,belief_survey,BeliefInput,1643636519,12,0,0
jo496rl6,364,ou86g0ua,53,questionnaire,BeliefQuestions,1643636519,1,0,0
jo496rl6,472,5lv98zlx,6,belief_survey,UrnDraw,1643636520,1,0,0
jo496rl6,163,i4qip9go,15,belief_survey,BeliefInput,1643636521,3,0,0
jo496rl6,86,xt7ymjwa,39,belief_survey,BeliefInput,1643636521,9,0,0
jo496rl6,405,ucvvakm1,11,belief_survey,BeliefInput,1643636522,2,0,0
jo496rl6,76,40iain90,39,belief_survey,BeliefInput,1643636523,9,0,0
jo496rl6,205,uaemq1zt,43,belief_survey,BeliefInput,1643636490,10,0,0
jo496rl6,17,fo1w2ll1,47,belief_survey,BeliefInput,1643636490,11,0,0
jo496rl6,68,sryluqjm,51,belief_survey,BeliefInput,1643636491,12,0,0
jo496rl6,91,89e6wuwf,54,questionnaire,CRT,1643636492,1,0,0
jo496rl6,333,hh470fsg,53,questionnaire,BeliefQuestions,1643636492,1,0,0
jo496rl6,369,tcaa405m,51,belief_survey,BeliefInput,1643636494,12,0,0
jo496rl6,272,bvo62zh2,7,belief_survey,BeliefInput,1643636494,1,0,0
jo496rl6,199,f5m5t4la,19,belief_survey,BeliefInput,1643636495,4,0,0
jo496rl6,382,0wjeeyqk,35,belief_survey,BeliefInput,1643636495,8,0,0
jo496rl6,151,1ntyawjh,55,questionnaire,Demographics,1643636496,1,0,0
jo496rl6,155,90628t0s,39,belief_survey,BeliefInput,1643636497,9,0,0
jo496rl6,28,l4b1ikn7,4,belief_survey,Instructions,1643636497,1,0,0
jo496rl6,180,lh1x9235,7,belief_survey,BeliefInput,1643636498,1,0,0
jo496rl6,101,mjhiwqb5,43,belief_survey,BeliefInput,1643636499,10,0,0
jo496rl6,56,zmh3pcq6,23,belief_survey,BeliefInput,1643636499,5,0,0
jo496rl6,405,ucvvakm1,7,belief_survey,BeliefInput,1643636501,1,0,0
jo496rl6,75,oey28u03,51,belief_survey,BeliefInput,1643636502,12,0,0
jo496rl6,340,41hw65jq,31,belief_survey,BeliefInput,1643636503,7,0,0
jo496rl6,59,jgpo65x6,54,questionnaire,CRT,1643636504,1,0,0
jo496rl6,525,5sxetenv,1,Intro,Welcome,1643636504,1,0,0
jo496rl6,80,la5ys9v6,23,belief_survey,BeliefInput,1643636504,5,0,0
jo496rl6,396,kdqi82cg,15,belief_survey,BeliefInput,1643636506,3,0,0
jo496rl6,347,52mrx1q8,19,belief_survey,BeliefInput,1643636507,4,0,0
jo496rl6,199,f5m5t4la,23,belief_survey,BeliefInput,1643636508,5,0,0
jo496rl6,531,cnzu6zm6,1,Intro,Welcome,1643636508,1,0,0
jo496rl6,343,aptdgi3t,6,belief_survey,UrnDraw,1643636510,1,0,0
jo496rl6,85,rodqqem5,53,questionnaire,BeliefQuestions,1643636511,1,0,0
jo496rl6,380,nmr3fz7q,51,belief_survey,BeliefInput,1643636512,12,0,0
jo496rl6,18,jp5j63qx,35,belief_survey,BeliefInput,1643636512,8,0,0
jo496rl6,412,5rakmcis,11,belief_survey,BeliefInput,1643636513,2,0,0
jo496rl6,435,9pqqzml0,19,belief_survey,BeliefInput,1643636513,4,0,0
jo496rl6,533,a4or3lyw,3,Intro,Consent,1643636515,1,0,0
jo496rl6,381,nr87wrop,47,belief_survey,BeliefInput,1643636515,11,0,0
jo496rl6,200,6le7a352,55,questionnaire,Demographics,1643636515,1,0,0
jo496rl6,229,l0j20g7h,7,belief_survey,BeliefInput,1643636517,1,0,0
jo496rl6,245,ljlnddzn,39,belief_survey,BeliefInput,1643636517,9,0,0
jo496rl6,526,jbo9bdop,1,Intro,Welcome,1643636518,1,0,0
jo496rl6,54,vm9asstw,5,belief_survey,InstructionsFeedback,1643636518,1,0,0
jo496rl6,380,nmr3fz7q,52,questionnaire,Transition,1643636518,1,0,0
jo496rl6,80,la5ys9v6,27,belief_survey,BeliefInput,1643636519,6,0,0
jo496rl6,47,uhcb81su,19,belief_survey,BeliefInput,1643636520,4,0,0
jo496rl6,391,5gksy9ha,7,belief_survey,BeliefInput,1643636520,1,0,0
jo496rl6,174,exau5x08,19,belief_survey,BeliefInput,1643636520,4,0,0
jo496rl6,447,zuffsu7t,7,belief_survey,BeliefInput,1643636520,1,0,0
jo496rl6,412,5rakmcis,19,belief_survey,BeliefInput,1643636522,4,0,0
jo496rl6,18,jp5j63qx,39,belief_survey,BeliefInput,1643636523,9,0,0
jo496rl6,463,xtmb5b0y,43,belief_survey,BeliefInput,1643636524,10,0,0
jo496rl6,433,c2bn704n,19,belief_survey,BeliefInput,1643636524,4,0,0
jo496rl6,23,cervici2,51,belief_survey,BeliefInput,1643636525,12,0,0
jo496rl6,442,6cgrjgff,6,belief_survey,UrnDraw,1643636525,1,0,0
jo496rl6,245,ljlnddzn,47,belief_survey,BeliefInput,1643636526,11,0,0
jo496rl6,399,mstxzo1x,31,belief_survey,BeliefInput,1643636495,7,0,0
jo496rl6,75,oey28u03,47,belief_survey,BeliefInput,1643636495,11,0,0
jo496rl6,410,gpg1p2jr,7,belief_survey,BeliefInput,1643636495,1,0,0
jo496rl6,449,ai0vv5xg,52,questionnaire,Transition,1643636495,1,0,0
jo496rl6,163,i4qip9go,11,belief_survey,BeliefInput,1643636496,2,0,0
jo496rl6,435,9pqqzml0,15,belief_survey,BeliefInput,1643636496,3,0,0
jo496rl6,48,8tv79l21,53,questionnaire,BeliefQuestions,1643636497,1,0,0
jo496rl6,388,ifwviqzu,47,belief_survey,BeliefInput,1643636497,11,0,0
jo496rl6,184,7x13c1az,43,belief_survey,BeliefInput,1643636497,10,0,0
jo496rl6,166,qn7q3xi5,11,belief_survey,BeliefInput,1643636499,2,0,0
jo496rl6,71,8ief2m7m,19,belief_survey,BeliefInput,1643636501,4,0,0
jo496rl6,74,4im80m5i,27,belief_survey,BeliefInput,1643636501,6,0,0
jo496rl6,380,nmr3fz7q,35,belief_survey,BeliefInput,1643636501,8,0,0
jo496rl6,100,6pi2sq6g,51,belief_survey,BeliefInput,1643636501,12,0,0
jo496rl6,463,xtmb5b0y,31,belief_survey,BeliefInput,1643636503,7,0,0
jo496rl6,402,cpgkuoq9,15,belief_survey,BeliefInput,1643636503,3,0,0
jo496rl6,377,65j2klfl,11,belief_survey,BeliefInput,1643636504,2,0,0
jo496rl6,380,nmr3fz7q,39,belief_survey,BeliefInput,1643636504,9,0,0
jo496rl6,97,vwfxf0j5,43,belief_survey,BeliefInput,1643636505,10,0,0
jo496rl6,380,nmr3fz7q,43,belief_survey,BeliefInput,1643636507,10,0,0
jo496rl6,101,mjhiwqb5,47,belief_survey,BeliefInput,1643636507,11,0,0
jo496rl6,290,ixwkq4vf,52,questionnaire,Transition,1643636507,1,0,0
jo496rl6,412,5rakmcis,7,belief_survey,BeliefInput,1643636507,1,0,0
jo496rl6,399,mstxzo1x,39,belief_survey,BeliefInput,1643636507,9,0,0
jo496rl6,74,4im80m5i,31,belief_survey,BeliefInput,1643636508,7,0,0
jo496rl6,430,wx5yytox,31,belief_survey,BeliefInput,1643636508,7,0,0
jo496rl6,211,vxxv0p8h,11,belief_survey,BeliefInput,1643636509,2,0,0
jo496rl6,380,nmr3fz7q,47,belief_survey,BeliefInput,1643636510,11,0,0
jo496rl6,152,0kbcvbkw,31,belief_survey,BeliefInput,1643636511,7,0,0
jo496rl6,209,p3rbpjna,15,belief_survey,BeliefInput,1643636511,3,0,0
jo496rl6,533,a4or3lyw,1,Intro,Welcome,1643636512,1,0,0
jo496rl6,58,3rar2o9n,55,questionnaire,Demographics,1643636512,1,0,0
jo496rl6,298,k5lmkohs,54,questionnaire,CRT,1643636513,1,0,0
jo496rl6,178,ahzowyl4,11,belief_survey,BeliefInput,1643636515,2,0,0
jo496rl6,465,jj1oe6m3,7,belief_survey,BeliefInput,1643636516,1,0,0
jo496rl6,382,0wjeeyqk,47,belief_survey,BeliefInput,1643636516,11,0,0
jo496rl6,148,scnfiqeg,35,belief_survey,BeliefInput,1643636517,8,0,0
jo496rl6,269,esuttr8w,55,questionnaire,Demographics,1643636518,1,0,0
jo496rl6,301,oji3xcec,54,questionnaire,CRT,1643636519,1,0,0
jo496rl6,227,xn1mki7b,53,questionnaire,BeliefQuestions,1643636519,1,0,0
jo496rl6,84,rh7p4zws,54,questionnaire,CRT,1643636520,1,0,0
jo496rl6,272,bvo62zh2,15,belief_survey,BeliefInput,1643636521,3,0,0
jo496rl6,206,craf3269,39,belief_survey,BeliefInput,1643636522,9,0,0
jo496rl6,305,iwg1k68c,39,belief_survey,BeliefInput,1643636522,9,0,0
jo496rl6,139,kmuk3jzf,51,belief_survey,BeliefInput,1643636523,12,0,0
jo496rl6,251,9ve9jrar,53,questionnaire,BeliefQuestions,1643636523,1,0,0
jo496rl6,107,7fgduu3t,43,belief_survey,BeliefInput,1643636524,10,0,0
jo496rl6,526,jbo9bdop,3,Intro,Consent,1643636524,1,0,0
jo496rl6,402,cpgkuoq9,19,belief_survey,BeliefInput,1643636526,4,0,0
jo496rl6,67,rat71z2d,55,questionnaire,Demographics,1643636527,1,0,0
jo496rl6,272,bvo62zh2,19,belief_survey,BeliefInput,1643636527,4,0,0
jo496rl6,391,5gksy9ha,6,belief_survey,UrnDraw,1643636501,1,0,0
jo496rl6,206,craf3269,35,belief_survey,BeliefInput,1643636502,8,0,0
